2.9888,8.3468,10.051,1.1528,0.57998,1.1868,3.0935,0.82335,2.1836,10.703,7.3285,4.6073,6.7537,5.9781,4.9214,2.5004,1.8612,1.8159,4.6774,9.831,5.7028,0.92811,1.7614,1.4985,3.0475,1.6642,-2.8521,3.7267,7.3973,6.3421,11.772,18.579,20.52,1.4944,4.9017,3.0269,6.7416,2.5066,3.6875,8.2553,12.196,2.9128,0.99751,0.63322,1.8622,0.82005,1.4924,0,2.3548,2.023,6.1401,2.4889,61.799,0.98305,2.4947,0,6.6542,0,2.0373,1.0152,3.4482,2.1151,1.0109,4.2877,8.3977,6.4618,3.6245,0.94092,1.901,0.86776,0.86178,0,1.1846,1.4402,1.9622,-1.0363,1.1227,0,4.7024,4.4546,6.6267,0,1.8935,0,2.1389,0.8341,4.1022,2.2504,4.1434,1.8418,7.7859,0,1.4716,3.4236,1.9618,2.8042,2.136,2.8642,0.96442,0.76742,-0.81937,-1.2474,-1.7295,1.8875,2.0285,4.6186,1.5901,1.2474
3.736,7.1544,1.1168,11.528,9.8596,5.9341,5.1558,3.2934,6.5507,15.163,13.436,10.136,18.01,59.781,4.9214,3.3338,1.8612,4.5398,1.5591,4.9155,1.4257,4.6405,0,5.994,3.0475,3.3284,0,13.665,11.096,16.912,24.615,8.1282,10.863,6.7249,13.48,10.594,1.1236,7.5198,29.5,23.587,16.262,23.302,11.97,18.363,5.5867,0.82005,0.74619,0.55353,17.661,13.15,11.052,3.7333,2.2071,2.9492,7.4842,4.3044,5.3234,5.0455,6.112,1.0152,5.1723,8.4605,6.0652,4.2877,8.3977,2.1539,43.493,18.818,19.01,6.0743,5.1707,2.7974,1.1846,-1.4402,5.8867,5.1815,4.4907,0.97203,5.878,4.4546,5.68,3.1608,2.5247,0.55141,4.2777,5.0046,25.981,3.3756,8.2869,1.8418,3.1144,3.5533,2.9432,3.4236,2.6157,4.2064,4.2721,2.8642,2.8933,3.8371,0,0,0,5.6625,4.057,13.856,3.1803,2.4947
8.9665,7.1544,7.8175,2.3057,1.7399,2.3736,5.1558,11.527,12.01,5.3515,3.6642,3.6859,40.522,22.418,4.9214,6.6676,4.6531,2.7239,3.1183,4.9155,1.4257,1.8562,2.6421,0.74925,1.5237,3.3284,2.8521,4.969,3.6986,12.684,26.756,11.612,9.6563,2.2416,4.9017,3.0269,13.483,6.6842,14.75,7.076,6.7757,11.651,1.995,1.8997,2.483,0,0.74619,1.6606,5.8871,1.0115,2.456,3.7333,4.4142,3.9322,2.4947,4.3044,3.9925,3.3637,4.0746,3.0456,5.1723,5.2878,7.076,0,2.3993,2.1539,9.0611,3.7637,1.901,0.86776,2.5853,4.6624,3.5539,2.8804,2.9434,2.0726,2.2454,0.97203,7.0535,6.6818,7.5733,-0.45154,1.2624,1.6542,3.2083,4.1705,9.5718,2.2504,0,1.8418,3.1144,0,1.4716,0,0.65393,1.4021,5.3401,3.8189,1.9288,0.76742,1.6387,2.4947,10.377,7.55,10.142,4.6186,7.9506,6.2368
9.7137,4.7696,5.5839,1.1528,4.0598,0.59341,1.0312,0,5.4589,3.5677,4.8856,4.6073,20.261,55.298,1.6405,1.6669,2.7918,0.90796,-1.5591,6.554,1.4257,2.7843,2.6421,0.74925,0,0,2.8521,3.7267,16.644,10.57,12.843,13.934,6.0352,1.4944,4.9017,1.5135,3.3708,7.5198,9.2187,14.152,17.617,16.02,2.4938,1.2664,0.62074,0,1.4924,1.1071,8.2419,7.0806,4.9121,3.7333,2.2071,1.9661,2.4947,2.8696,1.3308,1.6818,2.0373,0,2.5862,3.1727,1.0109,2.8585,2.3993,2.1539,5.4367,1.8818,2.8515,-0.86776,0.86178,0,3.5539,1.4402,3.9245,1.0363,2.2454,0.97203,8.2291,1.1136,28.4,0,-0.63118,1.6542,1.0694,1.6682,5.4696,1.1252,0.82869,2.7627,3.1144,3.5533,0,0.68472,0.65393,0.70106,4.2721,1.9095,0.96442,3.8371,0.81937,1.2474,0,3.775,2.0285,3.079,4.7704,3.7421
3.736,17.886,7.8175,1.1528,1.16,0.59341,59.807,3.2934,4.3671,6.2434,6.1071,1.8429,38.271,38.858,3.281,1.6669,2.7918,1.8159,15.591,1.6385,5.7028,2.7843,4.4035,1.4985,0,1.6642,2.8521,3.7267,5.548,8.4561,20.334,11.612,13.277,3.736,2.4509,18.162,2.2472,5.0132,14.75,11.793,6.7757,17.477,0.49876,0.63322,1.2415,0.82005,0.74619,0,-1.1774,2.023,6.1401,1.2444,91.595,3.9322,1.2474,2.8696,6.6542,0.84092,2.0373,0,0.86206,3.1727,2.0217,1.4292,1.1997,3.2309,5.4367,2.8227,1.901,0,0.86178,1.865,3.5539,1.4402,2.9434,1.0363,2.2454,6.8042,4.7024,5.5682,9.4667,0.45154,0,1.6542,3.2083,0,1.3674,4.5008,0.82869,1.8418,0,1.7766,1.4716,1.3694,1.9618,1.4021,0,0,2.8933,3.0697,0.81937,1.2474,3.459,1.8875,12.171,9.2371,1.5901,1.2474
7.4721,10.732,0,8.0699,6.3797,3.5604,3.0935,1.6467,6.5507,11.595,12.214,10.136,42.774,38.858,3.281,4.1673,3.7225,2.7239,6.2366,6.554,2.8514,3.7124,3.5228,3.7462,3.0475,0,0,13.665,5.548,27.482,23.545,9.2894,2.4141,14.197,20.832,6.0539,3.3708,3.3421,12.906,18.869,13.551,30.584,6.4838,6.3322,4.3452,1.6401,1.4924,1.1071,10.597,6.0691,9.8241,2.4889,3.3107,2.9492,1.2474,4.3044,3.9925,10.932,2.0373,2.0304,6.0344,5.2878,4.0434,2.8585,4.7987,7.5388,46.212,21.641,20.911,1.7355,4.3089,1.865,4.7386,8.6411,2.9434,2.0726,3.368,2.9161,8.2291,4.4546,0,3.1608,0.63118,1.1028,3.2083,5.8387,6.837,4.5008,4.9721,2.7627,3.1144,0,1.4716,2.0542,1.3079,2.1032,2.136,2.8642,4.8221,1.5348,0.81937,1.2474,1.7295,1.8875,2.0285,7.6976,4.7704,3.7421
21.669,9.5392,16.752,2.8821,1.7399,1.7802,7.2181,3.2934,5.4589,4.4596,4.8856,2.7644,36.02,16.44,6.5619,3.3338,2.7918,2.7239,3.1183,8.1925,5.7028,6.4967,0,0.74925,1.5237,1.6642,1.4261,11.18,9.2466,6.3421,14.983,22.062,7.2422,2.2416,8.578,4.5404,4.4944,4.1776,1.8437,10.614,16.262,13.107,1.4963,2.5329,1.8622,0.82005,2.2386,1.1071,2.3548,-1.0115,4.9121,3.7333,2.2071,5.8983,1.2474,4.3044,2.6617,2.5228,2.0373,2.0304,3.4482,2.1151,4.0434,4.2877,3.599,2.1539,5.4367,4.7046,6.6536,0.86776,1.7236,0.93248,5.9232,4.3206,0.98112,3.1089,2.2454,1.9441,5.878,6.6818,7.5733,0,0.63118,1.1028,4.2777,1.6682,5.4696,3.3756,4.1434,0.92091,4.6716,1.7766,0,1.3694,0.65393,2.8042,10.68,1.9095,0.96442,2.3023,1.6387,2.4947,1.7295,1.8875,2.0285,4.6186,11.131,8.7315
18.68,17.886,14.518,23.057,6.3797,5.9341,8.2492,9.8802,14.193,4.4596,3.6642,3.6859,29.266,40.352,19.686,35.005,53.045,2.7239,14.032,47.516,34.217,107.66,50.2,125.87,1.5237,4.9926,2.8521,2.4845,9.2466,12.684,31.036,25.546,18.106,8.9665,19.607,10.594,95.507,138.7,282.09,20.049,18.972,20.389,15.461,8.2319,4.9659,3.2802,18.655,2.7677,31.79,32.369,23.332,7.4666,12.139,9.8305,13.721,18.652,14.639,9.2501,14.261,11.167,12.069,10.576,6.0652,1.4292,8.3977,9.6927,5.4367,3.7637,2.8515,25.165,65.495,22.38,14.216,23.043,16.679,4.1452,7.8587,8.7483,21.161,5.5682,6.6267,4.5154,2.5247,2.7571,9.6249,10.843,146.31,59.635,32.319,81.04,9.3431,15.99,26.489,4.1083,2.6157,4.9074,5.3401,4.7736,4.8221,6.9068,2.4581,3.7421,12.106,5.6625,6.0855,41.567,27.032,21.205
9.7137,2.3848,4.4671,2.8821,0.57998,2.3736,9.2804,2.4701,2.1836,3.5677,7.3285,3.6859,31.517,34.374,1.6405,0,0,2.7239,-1.5591,4.9155,4.2771,1.8562,2.6421,4.4955,1.5237,0,1.4261,2.4845,5.548,6.3421,26.756,13.934,13.277,3.736,1.2254,-3.0269,2.2472,3.3421,7.375,8.2553,12.196,17.477,0.49876,1.2664,0.62074,0.82005,0.74619,1.6606,54.161,5.0576,3.684,3.7333,72.834,5.8983,1.2474,2.8696,6.6542,1.6818,1.0187,1.0152,1.7241,1.0576,0,4.2877,4.7987,5.3849,2.7183,0.94092,1.901,0.86776,0.86178,0.93248,0,23.043,0.98112,0,1.1227,7.7762,3.5268,2.2273,10.413,-0.45154,0,8.2712,2.1389,0,2.7348,0,4.1434,2.7627,0,0,1.4716,0.68472,1.3079,9.1138,3.2041,4.7736,0,2.3023,-0.81937,-1.2474,5.1884,-3.775,0,7.6976,3.1803,2.4947
16.439,9.5392,6.7007,13.834,11.02,7.1209,3.0935,4.9401,7.6425,19.622,21.985,20.272,40.522,43.342,0,5.0007,7.4449,6.3557,3.1183,3.277,1.4257,0.92811,4.4035,0,3.0475,1.6642,0,13.665,7.3973,10.57,27.826,13.934,19.313,4.4832,33.087,12.108,14.607,3.3421,16.594,12.973,31.168,30.584,13.965,17.097,9.9318,0.82005,0.74619,1.6606,11.774,13.15,17.192,2.4889,2.2071,6.8814,4.9894,7.174,5.3234,33.637,2.0373,4.0607,4.3103,7.403,5.0543,4.2877,3.599,3.2309,55.273,31.991,20.911,0.86776,3.4471,1.865,2.3693,8.6411,2.9434,2.0726,3.368,2.9161,8.2291,3.3409,7.5733,4.5154,1.2624,2.2057,4.2777,3.3364,13.674,2.2504,0,2.7627,3.1144,3.5533,1.4716,1.3694,4.5775,3.5053,3.2041,4.7736,1.9288,1.5348,0.81937,1.2474,3.459,3.775,2.0285,10.777,9.5408,7.4842
